,nneg,npos,FIPS,acteur,langue,mois,SHORT_NAME,tot_art
0,1,1,IT,REF,sqi,1,Italy,1
1,0,2,IT,SPY,eng,2,Italy,2
2,0,1,IT,ITACOP,spa,2,Italy,1
3,0,1,IT,CHR,spa,1,Italy,1
4,0,2,IT,REBEDU,ita,1,Italy,2
5,0,1,IT,AFGINSTALMED,eng,3,Italy,1
6,0,1,IT,UAF,eng,1,Italy,1
7,1,1,IT,RELREL,ita,2,Italy,1
8,0,1,IT,GOVGOV,hin,1,Italy,1
9,0,1,IT,GOVGOV,ita,1,Italy,1
10,4,1,IT,SIKCVL,pan,2,Italy,1
11,0,1,IT,GOVGOV,eng,1,Italy,1
12,0,1,IT,BLR,eng,1,Italy,1
13,0,1,IT,COP,nor,1,Italy,1
14,0,1,IT,AUT,slv,2,Italy,1
15,0,1,IT,MDG,srp,1,Italy,1
16,0,1,IT,ARECOP,ara,1,Italy,1
17,0,1,IT,LEG,pol,1,Italy,1
18,0,1,IT,CHE,deu,1,Italy,1
19,0,1,IT,EGYMOS,ara,1,Italy,1
20,0,1,IT,srp,bos,1,Italy,1
21,0,1,IT,ARGMED,spa,1,Italy,1
22,0,1,IT,NAMJUD,eng,1,Italy,1
23,0,2,IT,USA,ron,1,Italy,2
24,0,1,IT,LEGJUD,eng,1,Italy,1
25,0,1,IT,HINDEN112,srp,1,Italy,1
26,0,1,IT,ITACVL,fra,1,Italy,1
27,0,1,IT,per,por,1,Italy,1
28,1,1,IT,GOV,mar,1,Italy,1
29,0,1,IT,JPN,ell,5,Italy,1
30,1,1,IT,ITACRM,ita,1,Italy,1
31,0,2,IT,ITAREL,pol,1,Italy,2
32,0,1,IT,UKR,srp,4,Italy,1
33,0,1,IT,BMU,eng,1,Italy,1
34,0,2,IT,ESP,sqi,1,Italy,2
35,0,3,IT,GRC,ita,1,Italy,3
36,0,1,IT,LEGGOV,spa,4,Italy,1
37,1,1,IT,ZMB,eng,1,Italy,1
38,0,2,IT,PER,ita,1,Italy,2
39,0,1,IT,ITACOP,deu,1,Italy,1
40,0,1,IT,don,eng,1,Italy,1
41,1,1,IT,NGOBUSWEF,rus,5,Italy,1
42,0,1,IT,DZA,ara,1,Italy,1
43,0,1,IT,PTY,dan,1,Italy,1
44,0,2,IT,PRK,bul,3,Italy,2
45,0,3,IT,STP,eng,1,Italy,3
46,0,1,IT,JEWGOV,ita,1,Italy,1
47,0,1,IT,TUR,sqi,1,Italy,1
48,0,2,IT,BUS,mar,1,Italy,2
49,0,1,IT,LEG,fra,1,Italy,1
50,0,3,IT,JUD,deu,1,Italy,3
51,0,1,IT,ITAGOV,axe,1,Italy,1
52,8,3,IT,BELGOV,eng,1,Italy,3
53,2,13,IT,MAR,ita,1,Italy,13
54,0,1,IT,EURBUS,sqi,1,Italy,1
55,0,2,IT,CHR,ron,1,Italy,2
56,1,1,IT,MNCFRA,fra,1,Italy,1
57,0,1,IT,BUS,kor,1,Italy,1
58,1,1,IT,GOVBUS,ita,1,Italy,1
59,1,1,IT,NLD,por,1,Italy,1
60,0,1,IT,FRA,rus,1,Italy,1
61,0,3,IT,SVK,ron,1,Italy,3
62,0,5,IT,BUS,por,1,Italy,5
63,4,1,IT,JEWCVL,spa,1,Italy,1
64,0,3,IT,MOZ,fra,1,Italy,3
65,0,5,IT,ITAMED,ita,1,Italy,5
66,0,1,IT,AUTGOVBUS,ita,1,Italy,1
67,1,2,IT,BRA,mkd,1,Italy,2
68,1,48,IT,CRM,sqi,1,Italy,48
69,0,1,IT,MNCUSAHLH,ita,1,Italy,1
70,0,1,IT,IGOUNODEV,eng,1,Italy,1
71,1,1,IT,COL,spa,1,Italy,1
72,0,10,IT,ROUGOV,ron,1,Italy,10
73,0,1,IT,ITAJUD,sqi,1,Italy,1
74,0,1,IT,ITAAGR,ita,1,Italy,1
75,1,2,IT,NER,por,1,Italy,2
76,1,1,IT,JUD,mal,1,Italy,1
77,1,5,IT,USAEDU,eng,1,Italy,5
78,0,1,IT,REF,fra,1,Italy,1
79,0,1,IT,ITALEG,pol,1,Italy,1
80,0,1,IT,MNCIRL,ita,1,Italy,1
81,0,1,IT,CVL,bul,1,Italy,1
82,0,3,IT,CVL,ukr,1,Italy,3
83,0,1,IT,JUDCRM,ita,1,Italy,1
84,0,1,IT,ITACVL,hrv,1,Italy,1
85,1,1,IT,NGACVL,eng,1,Italy,1
86,0,1,IT,CHE,ind,1,Italy,1
87,0,1,IT,NGOENV,ron,1,Italy,1
88,0,1,IT,CHRCTH,ara,1,Italy,1
89,0,1,IT,MAR,fra,1,Italy,1
90,1,2,IT,MNCGBR,eng,1,Italy,2
91,0,1,IT,CHE,ell,1,Italy,1
92,0,3,IT,MED,por,1,Italy,3
93,0,1,IT,MIL,ell,1,Italy,1
94,0,1,IT,BAH,eng,1,Italy,1
95,1,2,IT,FRABUS,sqi,1,Italy,2
96,0,1,IT,CRM,nld,1,Italy,1
97,0,1,IT,ISR,spa,1,Italy,1
98,0,1,IT,JUD,slk,1,Italy,1
99,0,1,IT,NLDCOP,eng,1,Italy,1
100,1,1,IT,NGOENV,eng,1,Italy,1
101,0,1,IT,GRC,nld,1,Italy,1
102,0,1,IT,MEX,por,1,Italy,1
103,0,1,IT,LBNGOV,ita,1,Italy,1
104,0,8,IT,GOV,mkd,1,Italy,8
105,1,1,IT,TURGOV,sqi,1,Italy,1
106,0,2,IT,MOS,por,1,Italy,2
107,1,6,IT,SYR,ita,1,Italy,6
108,0,1,IT,bar,ita,1,Italy,1
109,0,1,IT,MOZSEP,por,1,Italy,1
110,0,1,IT,PAK,hin,1,Italy,1
111,0,1,IT,REL,hin,1,Italy,1
112,0,8,IT,ETHREF,por,1,Italy,8
113,0,2,IT,ITA,lit,1,Italy,2
114,0,2,IT,IGOUNOREFHCR,eng,1,Italy,2
115,1,1,IT,UAF,ben,1,Italy,1
116,0,1,IT,FRA,fas,1,Italy,1
117,0,1,IT,GRC,sqi,1,Italy,1
118,0,1,IT,PTY,nld,1,Italy,1
119,0,1,IT,BUS,ben,1,Italy,1
120,1,203,IT,JUD,eng,1,Italy,203
121,0,2,IT,DZA,pol,1,Italy,2
122,0,1,IT,GMB,eng,1,Italy,1
123,0,1,IT,TUR,deu,1,Italy,1
124,0,1,IT,CHRCTHHLH,ita,1,Italy,1
125,1,1,IT,URY,por,1,Italy,1
126,0,1,IT,UAF,bul,1,Italy,1
127,0,1,IT,IGOEUREEC,tur,1,Italy,1
128,0,1,IT,EUR,heb,1,Italy,1
129,0,3,IT,HLH,pol,1,Italy,3
130,0,1,IT,FRA,por,1,Italy,1
131,0,1,IT,HRVJUD,ita,1,Italy,1
132,0,4,IT,EGY,ita,1,Italy,4
133,0,2,IT,ITA,kor,1,Italy,2
134,1,1,IT,CANEDU,ara,1,Italy,1
135,0,23,IT,ITAGOV,spa,1,Italy,23
136,0,1,IT,ITALEG,por,1,Italy,1
137,0,1,IT,GBR,ces,1,Italy,1
138,0,1,IT,LAB,ara,1,Italy,1
139,0,2,IT,POL,ces,1,Italy,2
140,0,8,IT,JUD,ara,1,Italy,8
141,1,1,IT,PSE,rus,1,Italy,1
142,0,1,IT,CHNCRM,ara,1,Italy,1
143,0,1,IT,BGDCOP,ben,1,Italy,1
144,1,1,IT,ITALAB,ita,1,Italy,1
145,0,12,IT,DEU,deu,1,Italy,12
146,0,5,IT,JUDJUD,ita,1,Italy,5
147,0,1,IT,FRAGOV,bul,1,Italy,1
148,0,1,IT,PSE,ara,1,Italy,1
149,0,1,IT,CRMBUS,spa,1,Italy,1
150,2,2,IT,GOVLAB,fra,1,Italy,2
151,0,1,IT,CVL,kor,1,Italy,1
152,0,11,IT,MNCKOR,sqi,1,Italy,11
153,0,1,IT,RUSGOV,bos,1,Italy,1
154,0,1,IT,CHRMAR,spa,1,Italy,1
155,0,2,IT,HRV,hrv,1,Italy,2
156,0,1,IT,ITAELI,srp,1,Italy,1
157,0,1,IT,CRM,ces,1,Italy,1
158,0,10,IT,COP,rus,1,Italy,10
159,0,1,IT,CVLCVL,pan,1,Italy,1
160,0,1,IT,ITABUS,por,1,Italy,1
161,0,2,IT,EDU,hin,1,Italy,2
162,1,7,IT,MIL,ara,1,Italy,7
163,0,1,IT,GOV,est,1,Italy,1
164,11,1,IT,BUD,spa,1,Italy,1
165,0,5,IT,COP,por,1,Italy,5
166,0,1,IT,TZA,eng,1,Italy,1
167,1,2,IT,PTY,spa,1,Italy,2
168,0,2,IT,CHR,hun,1,Italy,2
169,0,1,IT,CHRCTH,kor,1,Italy,1
170,0,1,IT,VAT,ara,1,Italy,1
171,0,1,IT,OPP,fra,1,Italy,1
172,0,1,IT,GBRMED,ita,1,Italy,1
173,10,149,IT,HLH,ita,1,Italy,149
174,0,1,IT,AFG,ara,1,Italy,1
175,0,2,IT,BUS,mkd,1,Italy,2
176,0,13,IT,MED,spa,1,Italy,13
177,0,1,IT,DZA,ita,1,Italy,1
178,11,75,IT,HLH,eng,1,Italy,75
179,0,7,IT,COP,fra,1,Italy,7
180,0,1,IT,COPGOV,ces,1,Italy,1
181,0,2544,IT,ITA,eng,1,Italy,2544
182,0,18,IT,REF,deu,1,Italy,18
183,0,1,IT,BGR,ell,1,Italy,1
184,0,1,IT,SVKHLH,slk,1,Italy,1
185,0,23,IT,ITABUS,eng,1,Italy,23
186,0,1,IT,MKD,sqi,1,Italy,1
187,0,4,IT,LEG,slk,1,Italy,4
188,0,17,IT,BEL,eng,1,Italy,17
189,12,45,IT,NLD,eng,1,Italy,45
190,0,2,IT,ITA,hin,1,Italy,2
191,0,32,IT,ITAMIL,swe,1,Italy,32
192,0,6,IT,ITAGOVHLH,eng,1,Italy,6
193,1,2,IT,SGP,eng,1,Italy,2
194,0,2,IT,IRQ,ita,1,Italy,2
195,1,13,IT,ITAREL,eng,1,Italy,13
196,0,1,IT,AFGGOV,ita,1,Italy,1
197,0,4,IT,ITAELI,eng,1,Italy,4
198,0,1,IT,EDU,por,1,Italy,1
199,1,2,IT,scnGOV,ita,1,Italy,2
200,0,3,IT,IGOEUREEC,ara,1,Italy,3
201,0,2,IT,MIL,rus,1,Italy,2
202,1,2,IT,SYRREF,ita,1,Italy,2
203,0,10,IT,ESP,ita,1,Italy,10
204,0,2,IT,COP,ukr,1,Italy,2
205,0,16,IT,UKR,rus,1,Italy,16
206,0,2,IT,GOV,nep,1,Italy,2
207,1,1,IT,TUR,ron,1,Italy,1
208,0,3,IT,ITA,bos,1,Italy,3
209,0,7,IT,ITA,ukr,1,Italy,7
210,1,1,IT,ahm,ita,1,Italy,1
211,0,1,IT,DEULEG,ita,1,Italy,1
212,0,5,IT,TUR,ara,1,Italy,5
213,0,7,IT,CHRCTH,ita,1,Italy,7
214,0,267,IT,EDU,ita,1,Italy,267
215,0,2,IT,CRM,por,1,Italy,2
216,0,1,IT,REFPTY,ita,1,Italy,1
217,0,1,IT,GOVEDU,spa,1,Italy,1
218,1,5,IT,IRL,ita,1,Italy,5
219,0,1,IT,GAB,ind,1,Italy,1
220,3,21,IT,MIL,eng,1,Italy,21
221,1,1,IT,LAB,heb,1,Italy,1
222,0,1,IT,nep,eng,1,Italy,1
223,0,5,IT,CYPMIL,ell,1,Italy,5
224,1,4,IT,ISR,ara,1,Italy,4
225,0,2,IT,aar,ita,1,Italy,2
226,0,3,IT,MKD,mkd,1,Italy,3
227,0,11,IT,ITACOP,eng,1,Italy,11
228,0,1,IT,PSE,spa,1,Italy,1
229,0,1,IT,MILMIL,bul,1,Italy,1
230,0,1,IT,EGY,spa,1,Italy,1
231,1,2,IT,BHR,ita,1,Italy,2
232,0,1,IT,JUD,hin,1,Italy,1
233,1,5,IT,NLD,ara,1,Italy,5
234,0,1,IT,ESPGOV,fra,1,Italy,1
235,0,1,IT,ALB,srp,1,Italy,1
236,0,10,IT,GBR,ita,1,Italy,10
237,1,1,IT,ESPJUD,spa,1,Italy,1
238,0,2,IT,LEG,rus,1,Italy,2
239,1,1,IT,GOVPTY,eng,1,Italy,1
240,0,12,IT,IRL,eng,1,Italy,12
241,0,2,IT,EURGOV,eng,1,Italy,2
242,1,10,IT,ITAGOV,fra,1,Italy,10
243,0,4,IT,BGD,eng,1,Italy,4
244,0,79,IT,LEG,eng,1,Italy,79
245,0,3,IT,ITACVL,ara,1,Italy,3
246,0,22,IT,USA,spa,1,Italy,22
247,0,1,IT,DEUGOV,hun,1,Italy,1
248,0,1,IT,COP,tur,1,Italy,1
249,0,5,IT,BGR,bul,1,Italy,5
250,0,18,IT,GOVHLHMED,eng,1,Italy,18
251,0,3,IT,ITA,axe,1,Italy,3
252,0,69,IT,ITA,ell,1,Italy,69
253,0,1,IT,USAHLH,ita,1,Italy,1
254,1,1,IT,MNCUSAMED,fra,1,Italy,1
255,0,8,IT,QAT,eng,1,Italy,8
256,0,2,IT,VEN,ita,1,Italy,2
257,0,1,IT,EDUCVL,ita,1,Italy,1
258,0,5,IT,LBN,ara,1,Italy,5
259,1,5,IT,ARE,ara,1,Italy,5
260,0,1,IT,LBY,deu,1,Italy,1
261,0,1,IT,SCGSRBGOV,sqi,1,Italy,1
262,0,2,IT,NGACRM,ita,1,Italy,2
263,0,1,IT,ITAEDU,nld,1,Italy,1
264,1,8,IT,ITACOP,ita,1,Italy,8
265,0,2,IT,MDV,ara,1,Italy,2
266,1,8,IT,MEX,spa,1,Italy,8
267,1,1,IT,ESP,rus,1,Italy,1
268,0,1,IT,AUS,bul,1,Italy,1
269,1,3,IT,MED,rus,1,Italy,3
270,1,5,IT,UAF,spa,1,Italy,5
271,0,3,IT,LBY,spa,1,Italy,3
272,0,1,IT,GOVAGR,spa,1,Italy,1
273,0,13,IT,OPP,ita,1,Italy,13
274,0,3,IT,TUR,ita,1,Italy,3
275,0,6,IT,GBR,fra,1,Italy,6
276,0,4,IT,DEU,nor,1,Italy,4
277,0,5,IT,CVL,ron,1,Italy,5
278,0,6,IT,CHLCOP,spa,1,Italy,6
279,0,1,IT,DOM,eng,1,Italy,1
280,1,2,IT,LAB,deu,1,Italy,2
281,0,1,IT,ITAMIL,spa,1,Italy,1
282,0,3,IT,REL,ron,1,Italy,3
283,1,2,IT,AFR,por,1,Italy,2
284,1,4,IT,ITAELI,ell,1,Italy,4
285,1,2,IT,COP,lit,1,Italy,2
286,0,3,IT,ITAPTY,ita,1,Italy,3
287,0,1,IT,BRA,ita,1,Italy,1
288,1,4,IT,AZE,eng,1,Italy,4
289,0,1,IT,SEN,ita,1,Italy,1
290,0,2,IT,MED,tur,1,Italy,2
291,0,1,IT,RELHLH,ita,1,Italy,1
292,0,6,IT,USA,ara,1,Italy,6
293,0,6,IT,AFGINSTAL,ell,1,Italy,6
294,0,1,IT,IRN,fra,1,Italy,1
295,1,1,IT,USAGOV,pol,1,Italy,1
296,0,1,IT,RUS,ces,1,Italy,1
297,1,1,IT,EDU,hrv,1,Italy,1
298,0,1,IT,JUDELI,ita,1,Italy,1
299,1,145,IT,GBR,eng,1,Italy,145
300,1,6,IT,NGA,eng,1,Italy,6
301,0,3,IT,REF,spa,1,Italy,3
302,0,1,IT,ITAGOV,slv,1,Italy,1
303,0,1,IT,JUDGOV,fin,1,Italy,1
304,0,1,IT,LBY,ita,1,Italy,1
305,0,2,IT,nap,spa,1,Italy,2
306,0,2,IT,GIN,fra,1,Italy,2
307,0,1,IT,DOM,spa,1,Italy,1
308,0,4,IT,HLH,por,1,Italy,4
309,0,1,IT,FRA,ara,1,Italy,1
310,0,1,IT,LUX,spa,1,Italy,1
311,0,25,IT,ITA,pol,1,Italy,25
312,0,23,IT,ALBCOP,sqi,1,Italy,23
313,0,2,IT,POL,spa,1,Italy,2
314,0,4,IT,MDA,ron,1,Italy,4
315,0,2,IT,ALBGOV,eng,1,Italy,2
316,0,16,IT,ROU,ron,1,Italy,16
317,0,3,IT,ESPJUD,ita,1,Italy,3
318,0,1,IT,ITAHLH,ron,1,Italy,1
319,0,77,IT,COP,spa,1,Italy,77
320,0,1,IT,BOLLAB,spa,1,Italy,1
321,0,1,IT,RUS,spa,1,Italy,1
322,0,1,IT,SYR,deu,1,Italy,1
323,0,1,IT,TUR,hye,1,Italy,1
324,0,1,IT,MUSCVL,ita,1,Italy,1
325,0,1,IT,BUSELI,ita,1,Italy,1
326,0,10,IT,CHR,eng,1,Italy,10
327,0,1,IT,DEUMED,deu,1,Italy,1
328,0,1,IT,VATGOV,eng,1,Italy,1
329,1,3,IT,EDU,axe,1,Italy,3
330,0,4,IT,CVLCRM,eng,1,Italy,4
331,0,1,IT,POLGOV,eng,1,Italy,1
332,0,3,IT,GOV,ind,1,Italy,3
333,0,2,IT,ITAGOVJUD,eng,1,Italy,2
334,1,1,IT,LBYLEG,ara,1,Italy,1
335,0,12,IT,POL,pol,1,Italy,12
336,0,6,IT,EUR,ces,1,Italy,6
337,0,1,IT,IGOUNOREFHCR,bos,1,Italy,1
338,0,14,IT,MED,ell,1,Italy,14
339,0,1,IT,REL,slv,1,Italy,1
340,0,1,IT,EDU,swe,1,Italy,1
341,1,1,IT,GBR,pol,1,Italy,1
342,0,2,IT,PHLMIL,eng,1,Italy,2
343,0,9,IT,IGOUNODEV,ita,1,Italy,9
344,0,6,IT,FIN,eng,1,Italy,6
345,0,1,IT,USA,kor,1,Italy,1
346,0,2,IT,USA,rus,1,Italy,2
347,0,82,IT,ITAGOV,ita,1,Italy,82
348,1,1,IT,IRN,tur,1,Italy,1
349,0,1,IT,IND,pan,1,Italy,1
350,0,2,IT,GOV,hun,1,Italy,2
351,0,1,IT,MNCFINMED,eng,1,Italy,1
352,0,2,IT,TUR,tur,1,Italy,2
353,1,7,IT,scn,spa,1,Italy,7
354,0,1,IT,CVL,mkd,1,Italy,1
355,1,1,IT,USA,nld,1,Italy,1
356,0,3,IT,ITAMIL,srp,1,Italy,3
357,0,14,IT,bar,eng,1,Italy,14
358,1,3,IT,TUNCVL,ara,1,Italy,3
359,0,122,IT,EUR,eng,1,Italy,122
360,0,1,IT,CRM,pan,1,Italy,1
361,0,19,IT,LBY,eng,1,Italy,19
362,0,1,IT,GMB,ita,1,Italy,1
363,1,1,IT,AFRCVL,eng,1,Italy,1
364,0,7,IT,LTU,ita,1,Italy,7
365,0,1,IT,GOVDEV,ita,1,Italy,1
366,0,3,IT,REL,fra,1,Italy,3
367,0,1,IT,RUS,por,1,Italy,1
368,0,3,IT,SPY,ita,1,Italy,3
369,1,5,IT,SYR,fra,1,Italy,5
370,0,1,IT,TURMIL,bul,1,Italy,1
371,0,2,IT,GOVGOV,hrv,1,Italy,2
372,0,3,IT,BUS,sqi,1,Italy,3
373,0,3,IT,ITAGOV,deu,1,Italy,3
374,0,2,IT,DOM,ita,1,Italy,2
375,0,1,IT,IGOEUREEC,ita,1,Italy,1
376,1,1,IT,GOVMED,deu,1,Italy,1
377,0,8,IT,ITAPTY,eng,1,Italy,8
378,1,4,IT,SWE,eng,1,Italy,4
379,0,23,IT,OPP,eng,1,Italy,23
380,0,4,IT,CVL,hun,1,Italy,4
381,0,3,IT,PTYGOV,ita,1,Italy,3
382,0,20,IT,FRA,ita,1,Italy,20
383,0,3,IT,EURLEG,ita,1,Italy,3
384,0,3,IT,BUS,ind,1,Italy,3
385,0,2,IT,KAZREL,eng,1,Italy,2
386,0,33,IT,IGOEUREEC,eng,1,Italy,33
387,1,2,IT,NOR,eng,1,Italy,2
388,0,1,IT,GOVMED,eng,1,Italy,1
389,0,6,IT,BEL,ita,1,Italy,6
390,0,3,IT,CVL,deu,1,Italy,3
391,0,1,IT,NGOBUSWEF,pan,1,Italy,1
392,0,2,IT,REL,rus,1,Italy,2
393,0,4,IT,IGOEUREEC,bul,1,Italy,4
394,0,1,IT,DEU,lit,1,Italy,1
395,0,1,IT,USA,hin,1,Italy,1
396,0,197,IT,DEU,eng,1,Italy,197
397,0,3,IT,AFR,ces,1,Italy,3
398,1,21,IT,ITA,hun,1,Italy,21
399,0,1,IT,MDV,eng,1,Italy,1
400,0,1,IT,CRM,hrv,1,Italy,1
401,0,11,IT,CHRCTH,hun,1,Italy,11
402,0,2,IT,EUR,hun,1,Italy,2
403,0,4,IT,IGOEURSCE,sqi,1,Italy,4
404,0,24,IT,ITACVL,eng,1,Italy,24
405,0,2,IT,MYS,eng,1,Italy,2
406,0,22,IT,GRC,eng,1,Italy,22
407,0,1,IT,sco,eng,1,Italy,1
408,0,3,IT,COP,ben,1,Italy,3
409,0,10,IT,BUS,srp,1,Italy,10
410,1,5,IT,BUS,ell,1,Italy,5
411,0,1,IT,JUD,bul,1,Italy,1
412,0,5,IT,LEG,ell,1,Italy,5
413,0,1,IT,ARM,ukr,1,Italy,1
414,0,19,IT,ITA,ind,1,Italy,19
415,0,1,IT,BLR,ukr,1,Italy,1
416,1,1,IT,GRC,srp,1,Italy,1
417,2,1,IT,CHN,nld,1,Italy,1
418,3,1,IT,EDUMIL,ita,1,Italy,1
419,4,1,IT,CHN,ara,1,Italy,1
420,5,1,IT,barCVL,ita,1,Italy,1
421,6,2,IT,MUS,ita,1,Italy,2
422,7,3,IT,URY,spa,1,Italy,3
423,8,4,IT,IGOEURSCE,rus,1,Italy,4
424,9,1,IT,GOVJUD,ben,1,Italy,1
425,10,5,IT,JPN,eng,1,Italy,5
426,11,1,IT,ITA,dan,1,Italy,1
427,12,1,IT,cat,ita,1,Italy,1
428,13,5,IT,BEL,pol,1,Italy,5
429,14,2,IT,EDU,ces,1,Italy,2
430,15,7,IT,CVL,sqi,1,Italy,7
431,16,1,IT,CHRPRO,eng,1,Italy,1
432,17,11,IT,ITAMED,eng,1,Italy,11
433,18,10,IT,EUR,deu,1,Italy,10
434,19,6,IT,EUR,por,1,Italy,6
435,20,4,IT,DEU,fra,1,Italy,4
436,21,1,IT,PRT,fra,1,Italy,1
437,22,2,IT,AFR,nld,1,Italy,2
438,23,1,IT,PRY,spa,1,Italy,1
439,24,1,IT,ITAMED,ron,1,Italy,1
440,25,1,IT,glgBUS,spa,1,Italy,1
441,26,1,IT,ITACOP,bos,1,Italy,1
442,27,2,IT,USA,ell,1,Italy,2
443,28,3,IT,ITACOP,fra,1,Italy,3
444,29,15,IT,POL,eng,1,Italy,15
445,30,1,IT,GMW,eng,1,Italy,1
446,31,34,IT,PER,spa,1,Italy,34
447,32,1,IT,LAB,ell,1,Italy,1
448,33,8,IT,CRM,fra,1,Italy,8
449,34,8,IT,EDU,ell,1,Italy,8
450,35,4,IT,JUD,mkd,1,Italy,4
451,36,1,IT,CHE,bul,1,Italy,1
452,37,1,IT,CHRCTHREL,ita,1,Italy,1
453,38,1,IT,PTY,rus,1,Italy,1
454,39,1,IT,JUD,nor,1,Italy,1
455,40,13,IT,ETHREF,fra,1,Italy,13
456,41,185,IT,EDU,eng,1,Italy,185
457,42,2,IT,IGOBUSIMF,ita,1,Italy,2
458,43,1,IT,napBUS,ita,1,Italy,1
459,0,18,IT,POL,ita,1,Italy,18
460,0,11,IT,GOV,srp,1,Italy,11
461,0,1,IT,LEGEDU,ara,1,Italy,1
462,0,3,IT,ITACRM,spa,1,Italy,3
463,0,1,IT,SWEMIL,eng,1,Italy,1
464,0,18,IT,GOV,ron,1,Italy,18
465,0,1,IT,GOV,dan,1,Italy,1
466,0,177,IT,ITAMIL,eng,1,Italy,177
467,0,1,IT,ARG,eng,1,Italy,1
468,0,35,IT,GOV,sqi,1,Italy,35
469,0,7,IT,CRM,spa,1,Italy,7
470,0,1,IT,CHRCTH,slv,1,Italy,1
471,0,8,IT,HRV,ita,1,Italy,8
472,0,46,IT,ISR,eng,1,Italy,46
473,0,6,IT,ARG,spa,1,Italy,6
474,0,1,IT,IGOEUREEC,nld,1,Italy,1
475,0,1,IT,PERREL,spa,1,Italy,1
476,0,2,IT,LAB,ben,1,Italy,2
477,0,1,IT,LEG,por,1,Italy,1
478,0,2,IT,PAK,urd,1,Italy,2
479,0,2,IT,EDU,hun,1,Italy,2
480,0,6,IT,DEU,swe,1,Italy,6
481,0,5,IT,ITA,heb,1,Italy,5
482,0,1,IT,ITAGOV,ces,1,Italy,1
483,0,1,IT,SYR,spa,1,Italy,1
484,0,3,IT,ROU,eng,1,Italy,3
485,0,1,IT,HRV,ell,1,Italy,1
486,0,1,IT,CHRCTH,fin,1,Italy,1
487,0,1,IT,ATH,eng,1,Italy,1
488,0,5,IT,EDU,rus,1,Italy,5
489,0,1,IT,ALBGOV,sqi,1,Italy,1
490,0,1,IT,CUBELI,hun,1,Italy,1
491,0,2,IT,VAT,ces,1,Italy,2
492,0,116,IT,REF,eng,1,Italy,116
493,1,1,IT,AUSGOVENV,eng,1,Italy,1
494,0,1,IT,YEM,eng,1,Italy,1
495,0,1,IT,AUT,ces,1,Italy,1
496,0,1,IT,CHELEG,pan,1,Italy,1
497,0,1,IT,AFR,ara,1,Italy,1
498,0,4,IT,GOV,isl,1,Italy,4
499,0,5,IT,ITAREL,spa,1,Italy,5
500,0,1,IT,ITAOPP,fra,1,Italy,1
501,0,2,IT,NORGOV,hun,1,Italy,2
502,0,2,IT,MIL,ces,1,Italy,2
503,0,4,IT,BEL,fra,1,Italy,4
504,0,13,IT,CHN,ita,1,Italy,13
505,0,4,IT,EUR,ron,1,Italy,4
506,0,3,IT,VAT,tur,1,Italy,3
507,0,1,IT,RUS,hye,1,Italy,1
508,0,5,IT,baqGOV,spa,1,Italy,5
509,1,4,IT,CHRCTH,tur,1,Italy,4
510,0,6,IT,BUS,deu,1,Italy,6
511,0,1,IT,FRA,slk,1,Italy,1
512,0,1,IT,FRAGOV,ita,1,Italy,1
513,0,10,IT,ITA,mkd,1,Italy,10
514,0,5,IT,SDNCVL,ita,1,Italy,5
515,0,117,IT,MED,ita,1,Italy,117
516,0,5,IT,UKR,ukr,1,Italy,5
517,0,3,IT,CYP,eng,1,Italy,3
518,0,1,IT,IGOEUREEC,rus,1,Italy,1
519,0,2,IT,CHN,spa,1,Italy,2
520,0,13,IT,MNCUSA,eng,1,Italy,13
521,0,12,IT,MIL,spa,1,Italy,12
522,0,2,IT,JUD,fra,1,Italy,2
523,0,1,IT,ITABUS,fra,1,Italy,1
524,11,1,IT,CHRPRO210,eng,1,Italy,1
525,0,3,IT,ITA,pan,1,Italy,3
526,0,7,IT,MCOELI,spa,1,Italy,7
527,0,2,IT,TUR,ell,1,Italy,2
528,0,1,IT,IGOJUDICC,spa,1,Italy,1
529,0,3,IT,ESP,fra,1,Italy,3
530,0,1,IT,POLEDU,ita,1,Italy,1
531,0,10,IT,ESP,por,1,Italy,10
532,0,18,IT,GOV,bul,1,Italy,18
533,0,1,IT,GOVHRI,eng,1,Italy,1
534,0,1,IT,GBRLEG,eng,1,Italy,1
535,0,5,IT,AUT,deu,1,Italy,5
536,0,51,IT,REL,ita,1,Italy,51
537,0,1,IT,BEL,ara,1,Italy,1
538,0,12,IT,IND,eng,1,Italy,12
539,0,6,IT,CZE,eng,1,Italy,6
540,0,3,IT,RUS,fra,1,Italy,3
541,0,8,IT,EUR,ell,1,Italy,8
542,0,1,IT,GBRJUD,eng,1,Italy,1
543,0,39,IT,EDU,ara,1,Italy,39
544,0,2,IT,ITAMED,rus,1,Italy,2
545,0,9,IT,CHRPRO210,hun,1,Italy,9
546,0,1,IT,LBYGOV,fra,1,Italy,1
547,0,1,IT,USALEG,eng,1,Italy,1
548,0,5,IT,EURGOVBUS,eng,1,Italy,5
549,0,1,IT,ITA,fas,1,Italy,1
550,0,7,IT,GOV,ukr,1,Italy,7
551,0,1,IT,USA,lav,1,Italy,1
552,0,4,IT,AUT,spa,1,Italy,4
553,0,17,IT,COP,slk,1,Italy,17
554,0,1,IT,FRAGOV,ara,1,Italy,1
555,0,3,IT,USA,ukr,1,Italy,3
556,0,1,IT,JUDEDU,spa,1,Italy,1
557,0,12,IT,RUS,ita,1,Italy,12
