,nneg,npos,FIPS,acteur,langue,mois,SHORT_NAME,tot_art
15784,0,1,UK,ISR,ron,1,United Kingdom,1
15785,0,2,UK,DEU,srp,1,United Kingdom,2
15786,0,1,UK,COP,bos,1,United Kingdom,1
15787,0,5,UK,CVL,bul,1,United Kingdom,5
15788,0,1,UK,BUS,isl,1,United Kingdom,1
15789,0,1,UK,RUSBUS,rus,1,United Kingdom,1
15790,0,2,UK,GBRCOP,por,1,United Kingdom,2
15791,0,1,UK,GBRGOV,ben,1,United Kingdom,1
15792,0,1,UK,FRACOP,eng,1,United Kingdom,1
15793,0,6,UK,CANGOVBUS,eng,1,United Kingdom,6
15794,0,1,UK,HLHREB,ara,1,United Kingdom,1
15795,0,6,UK,ISR,deu,1,United Kingdom,6
15796,0,7,UK,MNC,eng,1,United Kingdom,7
15797,0,3,UK,LEG,hin,1,United Kingdom,3
15798,0,1,UK,pus,eng,1,United Kingdom,1
15799,0,2,UK,EDUCVL,eng,1,United Kingdom,2
15800,0,2,UK,kur,ara,1,United Kingdom,2
15801,0,8,UK,FRAMED,dan,1,United Kingdom,8
15802,0,21,UK,CHN,fra,1,United Kingdom,21
15803,0,1,UK,QAT,fas,1,United Kingdom,1
15804,0,1,UK,HLH,ita,1,United Kingdom,1
15805,0,2,UK,HND,eng,1,United Kingdom,2
15806,0,1,UK,NGA,ell,1,United Kingdom,1
15807,0,5,UK,COP,ell,1,United Kingdom,5
15808,0,1,UK,USAPRIGOV,spa,1,United Kingdom,1
15809,0,2,UK,AFGINSTAL,ell,1,United Kingdom,2
15810,0,1,UK,USAMED,fra,1,United Kingdom,1
15811,0,55,UK,NOR,eng,1,United Kingdom,55
15812,0,231,UK,CHN,eng,1,United Kingdom,231
15813,0,14,UK,RUS,spa,1,United Kingdom,14
15814,0,2,UK,INDCOP,eng,1,United Kingdom,2
15815,0,1,UK,FRA,srp,1,United Kingdom,1
15816,0,1,UK,MKD,sqi,1,United Kingdom,1
15817,0,1,UK,GAB,eng,1,United Kingdom,1
15818,0,1,UK,AFGCOP,deu,1,United Kingdom,1
15819,0,36,UK,COP,rus,1,United Kingdom,36
15820,0,20,UK,USA,fra,1,United Kingdom,20
15821,0,1,UK,IRLGOV,ron,1,United Kingdom,1
15822,0,14,UK,IRLGOV,eng,1,United Kingdom,14
15823,0,1,UK,ARE,kor,1,United Kingdom,1
15824,0,1,UK,SYRREF,eng,1,United Kingdom,1
15825,0,4,UK,CVL,slk,1,United Kingdom,4
15826,0,1,UK,GBR,mar,1,United Kingdom,1
15827,0,4,UK,CVL,nld,1,United Kingdom,4
15828,0,1,UK,SAUOPP,ara,1,United Kingdom,1
15829,0,1,UK,CVLEDU,eng,1,United Kingdom,1
15830,0,4,UK,DEUBUS,eng,1,United Kingdom,4
15831,0,17,UK,BGD,fra,1,United Kingdom,17
15832,0,5,UK,IGOCOPITP,eng,1,United Kingdom,5
15833,0,10,UK,GOVJUD,spa,1,United Kingdom,10
15834,0,2,UK,ESP,srp,1,United Kingdom,2
15835,0,50,UK,MED,fra,1,United Kingdom,50
15836,0,2,UK,AGO,eng,1,United Kingdom,2
15837,0,1,UK,RUS,lit,1,United Kingdom,1
15838,0,1,UK,IRNSPY,ara,1,United Kingdom,1
15839,0,3,UK,CHNBUS,eng,1,United Kingdom,3
15840,0,3,UK,EUR,sqi,1,United Kingdom,3
15841,0,24,UK,GOV,nld,1,United Kingdom,24
15842,0,1,UK,BUS,som,1,United Kingdom,1
15843,0,3,UK,NLD,ron,1,United Kingdom,3
15844,0,1,UK,SYRMIL,eng,1,United Kingdom,1
15845,0,3,UK,LBN,ara,1,United Kingdom,3
15846,0,1,UK,FRAGOVBUS,eng,1,United Kingdom,1
15847,0,1,UK,GBRGIB,ukr,1,United Kingdom,1
15848,0,18,UK,LEG,ron,1,United Kingdom,18
15849,0,1,UK,BGDMIL,ben,1,United Kingdom,1
15850,0,3,UK,urd,urd,1,United Kingdom,3
15851,0,1,UK,AGRBUS,eng,1,United Kingdom,1
15852,0,3,UK,GRC,ell,1,United Kingdom,3
15853,0,103,UK,GBR,bul,1,United Kingdom,103
15854,0,12,UK,MIL,rus,1,United Kingdom,12
15855,0,2,UK,GOV,som,1,United Kingdom,2
15856,0,5,UK,DNK,dan,1,United Kingdom,5
15857,0,2,UK,SYRMIL,bul,1,United Kingdom,2
15858,0,1,UK,IND,ben,1,United Kingdom,1
15859,0,2,UK,GBRMIL,ara,1,United Kingdom,2
15860,0,3,UK,BUS,bul,1,United Kingdom,3
15861,0,2,UK,MNCUSAMED,spa,1,United Kingdom,2
15862,0,1,UK,DEUMIL,ell,1,United Kingdom,1
15863,0,2,UK,SEA,eng,1,United Kingdom,2
15864,0,45,UK,GBR,ukr,1,United Kingdom,45
15865,0,3,UK,ALB,sqi,1,United Kingdom,3
15866,0,1,UK,CVL,fin,1,United Kingdom,1
15867,0,1,UK,MDV,ron,1,United Kingdom,1
15868,0,1,UK,IRN,slk,1,United Kingdom,1
15869,0,15,UK,ISR,ell,1,United Kingdom,15
15870,0,18,UK,FRA,bul,1,United Kingdom,18
15871,0,1,UK,COG,eng,1,United Kingdom,1
15872,0,1,UK,NGOCHRPRODEV,eng,1,United Kingdom,1
15873,0,1,UK,IGOEUREEC,ukr,1,United Kingdom,1
15874,0,9,UK,GBRMED,ara,1,United Kingdom,9
15875,0,1,UK,SAUGOV,ron,1,United Kingdom,1
15876,0,29,UK,BWA,eng,1,United Kingdom,29
15877,0,1,UK,AFR,por,1,United Kingdom,1
15878,0,1,UK,LAB,fra,1,United Kingdom,1
15879,0,66,UK,BGD,eng,1,United Kingdom,66
15880,0,7,UK,REB,spa,1,United Kingdom,7
15881,0,6,UK,BEL,fra,1,United Kingdom,6
15882,0,277,UK,ITA,eng,1,United Kingdom,277
15883,0,1,UK,AUSEDU,eng,1,United Kingdom,1
15884,0,456,UK,IGOEUREEC,eng,1,United Kingdom,456
15885,0,1,UK,BRAELI,por,1,United Kingdom,1
15886,0,2,UK,GBRMIL,mkd,1,United Kingdom,2
15887,0,2,UK,LAB,hrv,1,United Kingdom,2
15888,0,1,UK,EUREDU,eng,1,United Kingdom,1
15889,0,1,UK,CVL,isl,1,United Kingdom,1
15890,0,1,UK,COG,fra,1,United Kingdom,1
15891,0,6,UK,USAMIL,eng,1,United Kingdom,6
15892,0,5,UK,ITA,tur,1,United Kingdom,5
15893,0,2,UK,LAB,nld,1,United Kingdom,2
15894,0,3,UK,BGDELIJUD,fra,1,United Kingdom,3
15895,0,13,UK,MED,por,1,United Kingdom,13
15896,0,8,UK,GBRMED,rus,1,United Kingdom,8
15897,0,39,UK,RAD,eng,1,United Kingdom,39
15898,0,5,UK,EURGOV,eng,1,United Kingdom,5
15899,0,1,UK,GOVLAB,rus,1,United Kingdom,1
15900,0,21,UK,USAGOV,fra,1,United Kingdom,21
15901,0,4,UK,SYR,srp,1,United Kingdom,4
15902,0,2,UK,PTY,est,1,United Kingdom,2
15903,0,32,UK,CAF,eng,1,United Kingdom,32
15904,0,180,UK,GBRGOVMED,eng,1,United Kingdom,180
15905,0,1,UK,LAB,ben,1,United Kingdom,1
15906,0,16,UK,FRA,ron,1,United Kingdom,16
15907,0,1,UK,CVL,msa,1,United Kingdom,1
15908,0,1,UK,BUSCOP,eng,1,United Kingdom,1
15909,0,17,UK,USAEDU,eng,1,United Kingdom,17
15910,0,2,UK,MED,est,1,United Kingdom,2
15911,0,1,UK,GOV,kaz,1,United Kingdom,1
15912,0,1,UK,USA,kor,1,United Kingdom,1
15913,0,1,UK,NRMRAC020,por,1,United Kingdom,1
15914,0,5,UK,GBRFLK,eng,1,United Kingdom,5
15915,0,2,UK,CHE,fra,1,United Kingdom,2
15916,0,3,UK,SIKCVL,eng,1,United Kingdom,3
15917,0,3,UK,GRC,mkd,1,United Kingdom,3
15918,0,69,UK,GBR,ita,1,United Kingdom,69
15919,0,11,UK,EDU,ron,1,United Kingdom,11
15920,0,2,UK,DEUGOV,ara,1,United Kingdom,2
15921,0,5,UK,kas,eng,1,United Kingdom,5
15922,0,39,UK,EDU,rus,1,United Kingdom,39
15923,0,1,UK,TMPELI,eng,1,United Kingdom,1
15924,0,2,UK,NPL,eng,1,United Kingdom,2
15925,0,3,UK,ISR,spa,1,United Kingdom,3
15926,0,1,UK,GBREDU,hrv,1,United Kingdom,1
15927,0,2,UK,ISL,rus,1,United Kingdom,2
15928,0,1,UK,MEDMED,eng,1,United Kingdom,1
15929,0,1,UK,MCO,rus,1,United Kingdom,1
15930,0,5,UK,ROUCVL,ron,1,United Kingdom,5
15931,0,1,UK,MNCCANMED,eng,1,United Kingdom,1
15932,0,1,UK,MNCSWE,eng,1,United Kingdom,1
15933,0,1,UK,EDU,nld,1,United Kingdom,1
15934,0,10,UK,CHL,eng,1,United Kingdom,10
15935,0,39,UK,SGP,eng,1,United Kingdom,39
15936,0,66,UK,GOV,ell,1,United Kingdom,66
15937,0,3,UK,NOR,nor,1,United Kingdom,3
15938,0,5,UK,NGOHLHIRC,eng,1,United Kingdom,5
15939,0,7,UK,LEG,bul,1,United Kingdom,7
15940,0,5,UK,MNCNLD,eng,1,United Kingdom,5
15941,0,2,UK,BRA,spa,1,United Kingdom,2
15942,0,4,UK,USABUS,eng,1,United Kingdom,4
15943,0,1,UK,HUN,hun,1,United Kingdom,1
15944,0,9,UK,EDU,fra,1,United Kingdom,9
15945,0,10,UK,MNCDEU,eng,1,United Kingdom,10
15946,0,1,UK,CHN,kor,1,United Kingdom,1
15947,0,1,UK,IMGMOSRUSCNY,ara,1,United Kingdom,1
15948,0,3,UK,FRAGOV,fra,1,United Kingdom,3
15949,0,3,UK,USA,hin,1,United Kingdom,3
15950,0,1,UK,GOV,slv,1,United Kingdom,1
15951,0,1,UK,AFR,est,1,United Kingdom,1
15952,0,1,UK,EUR,hye,1,United Kingdom,1
15953,0,3,UK,COPCVL,por,1,United Kingdom,3
15954,0,21,UK,ESP,ell,1,United Kingdom,21
15955,0,1,UK,GRC,bul,1,United Kingdom,1
15956,0,1,UK,MDVPTY,eng,1,United Kingdom,1
15957,0,1,UK,REF,spa,1,United Kingdom,1
15958,0,1,UK,SAUELI,ara,1,United Kingdom,1
15959,0,19,UK,COLREB,eng,1,United Kingdom,19
15960,0,3,UK,MED,ita,1,United Kingdom,3
15961,0,4,UK,ECUGOV,spa,1,United Kingdom,4
15962,0,1,UK,ELI,slk,1,United Kingdom,1
15963,0,1,UK,GOVLEG,urd,1,United Kingdom,1
15964,0,1,UK,CRM,pol,1,United Kingdom,1
15965,0,9,UK,BEL,spa,1,United Kingdom,9
15966,0,1,UK,IMGSASMOS,eng,1,United Kingdom,1
15967,0,1,UK,GRCMED,ell,1,United Kingdom,1
15968,0,11,UK,MNCUSAHLH,eng,1,United Kingdom,11
15969,0,1,UK,USAGOV,deu,1,United Kingdom,1
15970,0,1,UK,AFRBUS,spa,1,United Kingdom,1
15971,0,15,UK,EGYEDU,ara,1,United Kingdom,15
15972,0,23,UK,HLH,rus,1,United Kingdom,23
15973,0,1,UK,POLGOV,pol,1,United Kingdom,1
15974,0,1,UK,bej,por,1,United Kingdom,1
15975,0,1,UK,ISRCVL,eng,1,United Kingdom,1
15976,0,27,UK,GBRGOV,rus,1,United Kingdom,27
15977,0,1,UK,LABGOV,eng,1,United Kingdom,1
15978,0,2,UK,COP,swe,1,United Kingdom,2
15979,0,43,UK,JUD,spa,1,United Kingdom,43
15980,0,14,UK,VNM,eng,1,United Kingdom,14
15981,0,5,UK,BUS,kor,1,United Kingdom,5
15982,0,18,UK,CVL,fra,1,United Kingdom,18
15983,0,2,UK,CHN,ron,1,United Kingdom,2
15984,0,2,UK,scn,rus,1,United Kingdom,2
15985,0,2,UK,SGPGOV,eng,1,United Kingdom,2
15986,0,3,UK,BHR,ara,1,United Kingdom,3
15987,0,2,UK,CHNGOV,spa,1,United Kingdom,2
15988,0,14,UK,MNCIRL,spa,1,United Kingdom,14
15989,0,2,UK,CHE,deu,1,United Kingdom,2
15990,0,1,UK,snaGOVHLH,eng,1,United Kingdom,1
15991,0,4,UK,FRABUS,eng,1,United Kingdom,4
15992,0,3,UK,CVL,ita,1,United Kingdom,3
15993,0,1,UK,JPN,fra,1,United Kingdom,1
15994,0,1,UK,GOVLAB,ara,1,United Kingdom,1
15995,0,2,UK,DEU,slk,1,United Kingdom,2
15996,0,1,UK,EURGOV,fas,1,United Kingdom,1
15997,0,1,UK,JPN,bul,1,United Kingdom,1
15998,0,2,UK,GBRMED,pol,1,United Kingdom,2
15999,0,3,UK,UKR,ukr,1,United Kingdom,3
16000,0,28,UK,IGOUNOGOV,eng,1,United Kingdom,28
16001,0,50,UK,GBR,nld,1,United Kingdom,50
16002,0,2,UK,GOVGOV,srp,1,United Kingdom,2
16003,0,3,UK,MED,lit,1,United Kingdom,3
16004,0,1,UK,TURSEP,eng,1,United Kingdom,1
16005,0,1,UK,SIKMIL,eng,1,United Kingdom,1
16006,0,86,UK,MMR,eng,1,United Kingdom,86
16007,0,53,UK,MED,ara,1,United Kingdom,53
16008,0,3,UK,GBRHLH,ara,1,United Kingdom,3
16009,0,40,UK,GBRPTY,eng,1,United Kingdom,40
16010,0,2,UK,CVLCOP,eng,1,United Kingdom,2
16011,0,2,UK,ZAFEDU,eng,1,United Kingdom,2
16012,0,47,UK,GBR,slk,1,United Kingdom,47
16013,0,6,UK,PTY,deu,1,United Kingdom,6
16014,0,407,UK,EUR,eng,1,United Kingdom,407
16015,0,2,UK,GOV,est,1,United Kingdom,2
16016,0,35,UK,MEX,eng,1,United Kingdom,35
16017,0,1,UK,GBREDU,ukr,1,United Kingdom,1
16018,0,13,UK,PER,eng,1,United Kingdom,13
16019,0,1,UK,MNCUSA,ces,1,United Kingdom,1
16020,0,2,UK,MNCUSAGOV,eng,1,United Kingdom,2
16021,0,1,UK,kurUAF,ara,1,United Kingdom,1
16022,0,1,UK,LEG,cat,1,United Kingdom,1
16023,0,1,UK,IGOMEAARL,eng,1,United Kingdom,1
16024,0,1,UK,GBRCVL,ita,1,United Kingdom,1
16025,0,46,UK,COP,isl,1,United Kingdom,46
16026,0,1,UK,ELI,hin,1,United Kingdom,1
16027,0,1,UK,USA,mkd,1,United Kingdom,1
16028,0,3,UK,OPP,por,1,United Kingdom,3
16029,0,5,UK,AFRGOV,eng,1,United Kingdom,5
16030,0,5,UK,SVK,slk,1,United Kingdom,5
16031,0,3,UK,VEN,spa,1,United Kingdom,3
16032,0,1,UK,BGDJUD,eng,1,United Kingdom,1
16033,0,1,UK,GBREDU,fra,1,United Kingdom,1
16034,0,1,UK,BUS,tam,1,United Kingdom,1
16035,0,5,UK,USAMED,ara,1,United Kingdom,5
16036,0,1,UK,GBRSHNGOV,eng,1,United Kingdom,1
16037,0,11,UK,GBRCVL,spa,1,United Kingdom,11
16038,0,1,UK,ITA,rus,1,United Kingdom,1
16039,0,139,UK,NLD,eng,1,United Kingdom,139
16040,0,1,UK,IGOEUREEC,ben,1,United Kingdom,1
16041,0,6,UK,MIL,ron,1,United Kingdom,6
16042,0,215,UK,AGR,eng,1,United Kingdom,215
16043,0,111,UK,scoGOV,eng,1,United Kingdom,111
16044,0,1,UK,BUS,est,1,United Kingdom,1
16045,0,136,UK,EDUEDU,eng,1,United Kingdom,136
16046,0,8,UK,IGOUNOREFHCR,eng,1,United Kingdom,8
16047,0,4,UK,scoCOP,eng,1,United Kingdom,4
16048,0,22,UK,MNCIRL,eng,1,United Kingdom,22
16049,0,3,UK,BRB,eng,1,United Kingdom,3
16050,0,11,UK,GOV,tur,1,United Kingdom,11
16051,0,1,UK,USA,axe,1,United Kingdom,1
16052,0,1,UK,SAU,por,1,United Kingdom,1
16053,0,1,UK,FRAELIGOV,eng,1,United Kingdom,1
16054,0,1,UK,MOZSEP,por,1,United Kingdom,1
16055,0,1,UK,MIL,nld,1,United Kingdom,1
16056,0,2,UK,AUSCOP,eng,1,United Kingdom,2
16057,0,1,UK,EDUEDU,swe,1,United Kingdom,1
16058,0,12,UK,ESPBUS,spa,1,United Kingdom,12
16059,0,1,UK,JUD,kor,1,United Kingdom,1
16060,0,15,UK,FRA,ara,1,United Kingdom,15
16061,0,6,UK,GOV,kor,1,United Kingdom,6
16062,0,5,UK,EDU,ell,1,United Kingdom,5
16063,0,2,UK,GOVCVL,eng,1,United Kingdom,2
16064,0,2,UK,MILJUD,fra,1,United Kingdom,2
16065,0,1,UK,IRN,hun,1,United Kingdom,1
16066,0,1,UK,KOR,ron,1,United Kingdom,1
16067,0,4,UK,ISR,bul,1,United Kingdom,4
16068,0,1,UK,LBYGOV,ara,1,United Kingdom,1
16069,0,207,UK,TUR,eng,1,United Kingdom,207
16070,0,2,UK,USALEG,eng,1,United Kingdom,2
16071,0,1,UK,CHRCTHMED,eng,1,United Kingdom,1
16072,0,22,UK,CVL,por,1,United Kingdom,22
16073,0,25,UK,ZAF,eng,1,United Kingdom,25
16074,0,1,UK,DEUJEW,eng,1,United Kingdom,1
16075,0,16,UK,QAT,eng,1,United Kingdom,16
16076,0,3,UK,MNCKOR,ara,1,United Kingdom,3
16077,0,23,UK,GBRCRM,eng,1,United Kingdom,23
16078,0,1,UK,COP,est,1,United Kingdom,1
16079,0,2,UK,GOVBUS,rus,1,United Kingdom,2
16080,0,1,UK,USA,srp,1,United Kingdom,1
16081,0,1,UK,MOSMAY012,eng,1,United Kingdom,1
16082,0,2,UK,GBR,heb,1,United Kingdom,2
16083,0,2,UK,LABGOV,ara,1,United Kingdom,2
16084,0,1,UK,DEUBUS,dan,1,United Kingdom,1
16085,0,1,UK,MNCGBRMED,eng,1,United Kingdom,1
16086,0,3,UK,NZLELI,eng,1,United Kingdom,3
16087,0,8,UK,CYP,ara,1,United Kingdom,8
16088,0,4,UK,PTY,tur,1,United Kingdom,4
16089,0,1,UK,GBRCRM,spa,1,United Kingdom,1
16090,0,2,UK,ECU,ron,1,United Kingdom,2
16091,0,1,UK,MEDGOV,bul,1,United Kingdom,1
16092,0,5,UK,MNCBRA,eng,1,United Kingdom,5
16093,0,1,UK,AUTCRM,ita,1,United Kingdom,1
16094,0,37,UK,YEM,eng,1,United Kingdom,37
16095,0,1,UK,ITAGOV,ita,1,United Kingdom,1
16096,0,1,UK,srp,bul,1,United Kingdom,1
16097,0,1,UK,PAKGOV,urd,1,United Kingdom,1
16098,0,11,UK,USACOP,eng,1,United Kingdom,11
16099,0,1,UK,NGOHRIHRW,fra,1,United Kingdom,1
16100,0,4,UK,PAK,urd,1,United Kingdom,4
16101,0,1,UK,CANBUS,eng,1,United Kingdom,1
16102,0,1,UK,FINGOV,eng,1,United Kingdom,1
16103,0,9,UK,GBRLEG,por,1,United Kingdom,9
16104,0,1,UK,CHROFF032,eng,1,United Kingdom,1
16105,0,2,UK,TURMIL,sqi,1,United Kingdom,2
16106,0,2,UK,AUS,ara,1,United Kingdom,2
16107,0,2,UK,JUD,sqi,1,United Kingdom,2
16108,0,1,UK,ISREDU,eng,1,United Kingdom,1
16109,0,1,UK,AFG,ara,1,United Kingdom,1
16110,0,1,UK,GBRGOV,ind,1,United Kingdom,1
16111,0,1,UK,CRM,fra,1,United Kingdom,1
16112,0,1,UK,IGOUNO,rus,1,United Kingdom,1
16113,0,1,UK,MDA,ron,1,United Kingdom,1
16114,0,13,UK,MNCIRL,dan,1,United Kingdom,13
16115,0,5,UK,FRA,ben,1,United Kingdom,5
16116,0,2,UK,NGAGOV,eng,1,United Kingdom,2
16117,0,1,UK,bda,eng,1,United Kingdom,1
16118,0,4,UK,SIK010,eng,1,United Kingdom,4
16119,0,1,UK,SVKCVL,slk,1,United Kingdom,1
16120,0,40,UK,GBRMED,ell,1,United Kingdom,40
16121,0,1,UK,CRM,mkd,1,United Kingdom,1
16122,0,1,UK,MNCAUS,eng,1,United Kingdom,1
16123,0,2,UK,ISL,isl,1,United Kingdom,2
16124,0,3,UK,SYR,slk,1,United Kingdom,3
16125,0,3,UK,NGOBUSWEF,spa,1,United Kingdom,3
16126,0,44,UK,BRA,por,1,United Kingdom,44
16127,0,7,UK,GBRGOV,pol,1,United Kingdom,7
16128,0,6112,UK,GOV,eng,1,United Kingdom,6112
16129,0,1,UK,GBRGOVJUDPTY,eng,1,United Kingdom,1
16130,0,12,UK,GBRAGR,eng,1,United Kingdom,12
16131,0,10,UK,FRACVL,eng,1,United Kingdom,10
16132,0,8,UK,GBRCVL,rus,1,United Kingdom,8
16133,0,20,UK,COP,fra,1,United Kingdom,20
16134,0,22,UK,AFG,eng,1,United Kingdom,22
16135,0,1,UK,ESPCVL,eng,1,United Kingdom,1
16136,0,2,UK,GGY,eng,1,United Kingdom,2
16137,0,1,UK,GBRMED,ita,1,United Kingdom,1
16138,0,1,UK,MED,bos,1,United Kingdom,1
16139,0,1,UK,USAGOV,nld,1,United Kingdom,1
16140,0,1,UK,ELICVL,eng,1,United Kingdom,1
16141,0,22,UK,ECU,spa,1,United Kingdom,22
16142,0,11,UK,AUSGOV,eng,1,United Kingdom,11
16143,0,67,UK,GBRGOV,spa,1,United Kingdom,67
16144,0,30,UK,GBRGOVHRI,fra,1,United Kingdom,30
16145,0,1,UK,CZE,rus,1,United Kingdom,1
16146,0,29,UK,LBN,eng,1,United Kingdom,29
16147,0,1,UK,EURBUS,ron,1,United Kingdom,1
16148,0,1,UK,PSE,spa,1,United Kingdom,1
16149,0,3,UK,FRAGOV,ita,1,United Kingdom,3
16150,0,693,UK,LEG,eng,1,United Kingdom,693
16151,0,1,UK,GBRBUS,hin,1,United Kingdom,1
16152,0,2,UK,BUS,sqi,1,United Kingdom,2
16153,0,2,UK,IGOEUREEC,ell,1,United Kingdom,2
16154,0,2,UK,QATEDU,eng,1,United Kingdom,2
16155,0,11,UK,ISRGOV,eng,1,United Kingdom,11
16156,0,2,UK,PRTGOV,eng,1,United Kingdom,2
16157,0,1,UK,ETH,ara,1,United Kingdom,1
16158,0,2,UK,THACOP,eng,1,United Kingdom,2
16159,0,1,UK,ELI,urd,1,United Kingdom,1
16160,0,1,UK,MED,kor,1,United Kingdom,1
16161,0,41,UK,ARE,eng,1,United Kingdom,41
16162,0,1,UK,ISR,fra,1,United Kingdom,1
16163,0,1,UK,TURGOV,eng,1,United Kingdom,1
16164,0,1,UK,CANLEG,eng,1,United Kingdom,1
16165,0,2,UK,CVL,pol,1,United Kingdom,2
16166,0,1,UK,MOS,por,1,United Kingdom,1
16167,0,7,UK,MDV,spa,1,United Kingdom,7
16168,0,1,UK,GBRMED,hrv,1,United Kingdom,1
16169,0,2,UK,MNCIRLGOV,eng,1,United Kingdom,2
16170,0,6,UK,USAGOV,ara,1,United Kingdom,6
16171,0,4,UK,IRN,fra,1,United Kingdom,4
16172,0,41,UK,GBRGOV,tur,1,United Kingdom,41
16173,0,1,UK,ISRMIL,deu,1,United Kingdom,1
16174,0,3,UK,CHNMED,eng,1,United Kingdom,3
16175,0,2,UK,MIL,lit,1,United Kingdom,2
16176,0,2,UK,MWICRM,eng,1,United Kingdom,2
16177,0,4,UK,IGOUNODEVWBK,ara,1,United Kingdom,4
16178,0,2,UK,GBRGOV,bos,1,United Kingdom,2
16179,0,1,UK,scoPTY,eng,1,United Kingdom,1
16180,0,1,UK,ELI,fas,1,United Kingdom,1
16181,0,2,UK,MED,heb,1,United Kingdom,2
16182,0,1,UK,EDU,sqi,1,United Kingdom,1
16183,0,2,UK,PRT,por,1,United Kingdom,2
16184,0,6,UK,IRQ,dan,1,United Kingdom,6
16185,0,1,UK,COP,bul,1,United Kingdom,1
16186,0,2,UK,MOSSFI,eng,1,United Kingdom,2
16187,0,1,UK,BRAJUD,por,1,United Kingdom,1
16188,0,3,UK,MED,srp,1,United Kingdom,3
16189,0,1,UK,IGODEVIAD,eng,1,United Kingdom,1
16190,0,34,UK,EUR,ara,1,United Kingdom,34
16191,0,4,UK,GOVBUS,por,1,United Kingdom,4
16192,0,1,UK,USAGOV,fin,1,United Kingdom,1
16193,0,4,UK,GBRHLH,spa,1,United Kingdom,4
16194,0,2,UK,EUR,deu,1,United Kingdom,2
16195,0,1,UK,PRK,slk,1,United Kingdom,1
16196,0,12,UK,GBR,est,1,United Kingdom,12
16197,0,1,UK,IGOUNODEV,eng,1,United Kingdom,1
16198,0,4,UK,CHNGOV,ara,1,United Kingdom,4
16199,0,1,UK,NORGOV,eng,1,United Kingdom,1
16200,0,10,UK,ETH,eng,1,United Kingdom,10
16201,0,4,UK,GOVAGR,eng,1,United Kingdom,4
16202,0,1,UK,GBRGIB,spa,1,United Kingdom,1
16203,0,8,UK,RUSGOV,rus,1,United Kingdom,8
16204,0,3,UK,ELI,kor,1,United Kingdom,3
16205,0,1,UK,CHL,spa,1,United Kingdom,1
16206,0,1,UK,IGOEUREEC,nld,1,United Kingdom,1
16207,0,2,UK,AUSEDU,spa,1,United Kingdom,2
16208,0,2,UK,CRM,lav,1,United Kingdom,2
16209,0,1,UK,ERI,eng,1,United Kingdom,1
16210,0,38,UK,GBRGOVMIL,eng,1,United Kingdom,38
16211,0,13,UK,QAT,ara,1,United Kingdom,13
16212,0,96,UK,USA,spa,1,United Kingdom,96
16213,0,7,UK,EURLEG,ron,1,United Kingdom,7
16214,0,1,UK,GBRMED,bul,1,United Kingdom,1
16215,0,3,UK,CHRANG001REL,eng,1,United Kingdom,3
16216,0,5,UK,LAB,ara,1,United Kingdom,5
16217,0,1,UK,RAD,deu,1,United Kingdom,1
16218,0,4,UK,GBRCVL,ara,1,United Kingdom,4
16219,0,1,UK,MOS,mal,1,United Kingdom,1
16220,0,1,UK,inh,rus,1,United Kingdom,1
16221,0,9,UK,GOV,hrv,1,United Kingdom,9
16222,0,2,UK,DEUGOV,eng,1,United Kingdom,2
16223,0,9,UK,IGOBUSOPC,eng,1,United Kingdom,9
16224,0,1,UK,GBREDU,kor,1,United Kingdom,1
16225,0,4,UK,NLD,nld,1,United Kingdom,4
16226,0,1,UK,MEDGOV,pol,1,United Kingdom,1
16227,0,8,UK,IGOEUREEC,rus,1,United Kingdom,8
16228,0,4,UK,HLH,pol,1,United Kingdom,4
16229,0,1,UK,EDUELI,eng,1,United Kingdom,1
16230,0,554,UK,GBRCOP,eng,1,United Kingdom,554
16231,0,1,UK,IMGMOSALQ,eng,1,United Kingdom,1
16232,0,18,UK,CRM,spa,1,United Kingdom,18
16233,0,7,UK,USA,slk,1,United Kingdom,7
16234,0,2,UK,BUSCVL,eng,1,United Kingdom,2
16235,0,3,UK,CHE,por,1,United Kingdom,3
16236,0,1,UK,LVA,eng,1,United Kingdom,1
16237,0,1,UK,USAGOVCVL,rus,1,United Kingdom,1
16238,0,9,UK,BEL,fin,1,United Kingdom,9
16239,0,4,UK,FRA,deu,1,United Kingdom,4
16240,0,2,UK,BUSEDU,eng,1,United Kingdom,2
16241,0,1,UK,IGOJUDICC,eng,1,United Kingdom,1
16242,0,5,UK,SAU,tur,1,United Kingdom,5
16243,0,7,UK,USA,hun,1,United Kingdom,7
16244,0,12,UK,GBRSPY,eng,1,United Kingdom,12
16245,0,6,UK,PSE,ron,1,United Kingdom,6
16246,0,1,UK,KHMCOP,fra,1,United Kingdom,1
16247,0,69,UK,EDU,ara,1,United Kingdom,69
16248,0,1,UK,LEG,nld,1,United Kingdom,1
16249,0,9,UK,CHR,ron,1,United Kingdom,9
16250,0,100,UK,ROU,eng,1,United Kingdom,100
16251,0,4,UK,JUD,nld,1,United Kingdom,4
16252,0,1,UK,NLD,bos,1,United Kingdom,1
16253,0,9,UK,BMU,eng,1,United Kingdom,9
16254,0,4,UK,MNCUSA,spa,1,United Kingdom,4
16255,0,1,UK,LEG,urd,1,United Kingdom,1
16256,0,3,UK,USAJUD,eng,1,United Kingdom,3
16257,0,10,UK,CRM,rus,1,United Kingdom,10
